Poblacion ORIGEN,Poblacion DESTINO,MODO_INFORME,MOTIVO_informe,Grupo edad,Actividad economica,Desplazamientos,Lat_origen,Long_origen,Lat_destino,Long_destino
Donostia/San Sebastián,Zumarraga,"Coche, conductor/a",Medico / Hospital,45-64,Personas paradas,157,43.2918111063554,-1.9885133578,43.1030792391374,-2.3156108273
Donostia/San Sebastián,Zumarraga,"Coche, conductor/a",Otra vivienda,20-44,Personas ocupadas,170,43.2918111063554,-1.9885133578,43.1030792391374,-2.3156108273
Donostia/San Sebastián,Zumarraga,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,135,43.2918111063554,-1.9885133578,43.1030792391374,-2.3156108273
Donostia/San Sebastián,Zumarraga,Tren Renfe cercanias,Centro estudios,20-44,Estudiantes,312,43.2918111063554,-1.9885133578,43.1030792391374,-2.3156108273
Eibar,Arrasate/Mondragón,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,430,43.1997782323138,-2.4616488769,43.0745226631642,-2.4841486565
Eibar,Azpeitia,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,616,43.1997782323138,-2.4616488769,43.1624073640789,-2.2517858723
Eibar,Azpeitia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,277,43.1997782323138,-2.4616488769,43.1624073640789,-2.2517858723
Eibar,Beasain,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,932,43.1997782323138,-2.4616488769,43.0732613951147,-2.2179073142
Eibar,Bergara,Autobus interurbano,Acompanamiento,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",225,43.1997782323138,-2.4616488769,43.1220053801849,-2.4148383635
Eibar,Bergara,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,225,43.1997782323138,-2.4616488769,43.1220053801849,-2.4148383635
Eibar,Bergara,"Coche, conductor/a",Gestiones domestico-familiares,20-44,Personas ocupadas,161,43.1997782323138,-2.4616488769,43.1220053801849,-2.4148383635
Eibar,Bergara,"Coche, conductor/a",Gestiones personales,45-64,Personas ocupadas,99,43.1997782323138,-2.4616488769,43.1220053801849,-2.4148383635
Eibar,Bergara,"Coche, conductor/a",Gestiones personales,45-64,Personas paradas,99,43.1997782323138,-2.4616488769,43.1220053801849,-2.4148383635
Eibar,Bergara,Multimodal,Trabajo habitual,45-64,Personas ocupadas,225,43.1997782323138,-2.4616488769,43.1220053801849,-2.4148383635
Eibar,Deba,"Coche, conductor/a",Gestiones personales,20-44,Personas ocupadas,145,43.1997782323138,-2.4616488769,43.2945746872118,-2.3538208007
Eibar,Deba,"Coche, conductor/a",Otros,45-64,Personas paradas,96,43.1997782323138,-2.4616488769,43.2945746872118,-2.3538208007
Eibar,Deba,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,165,43.1997782323138,-2.4616488769,43.2945746872118,-2.3538208007
Eibar,Deba,"Coche, conductor/a",Trabajo habitual,65 y mas,Personas ocupadas,116,43.1997782323138,-2.4616488769,43.2945746872118,-2.3538208007
Eibar,Deba,"Coche, pasajero/a",Otros,45-64,Personas ocupadas,95,43.1997782323138,-2.4616488769,43.2945746872118,-2.3538208007
Eibar,Deba,Tren EuskoTren,Medico / Hospital,45-64,Personas paradas,132,43.1997782323138,-2.4616488769,43.2945746872118,-2.3538208007
Eibar,Donostia/San Sebastián,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,979,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
Eibar,Donostia/San Sebastián,"Coche, conductor/a",Compras domestico-familiares,65 y mas,Personas ocupadas,898,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
Eibar,Donostia/San Sebastián,Multimodal,Trabajo habitual,45-64,Personas ocupadas,364,43.1997782323138,-2.4616488769,43.2918111063554,-1.9885133578
Eibar,Mutriku,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,126,43.1997782323138,-2.4616488769,43.3016874985659,-2.3847547875
Eibar,Mutriku,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,96,43.1997782323138,-2.4616488769,43.3016874985659,-2.3847547875
Eibar,Mutriku,"Coche, pasajero/a",Acompanamiento,45-64,Personas ocupadas,127,43.1997782323138,-2.4616488769,43.3016874985659,-2.3847547875
Eibar,Oñati,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,140,43.1997782323138,-2.4616488769,43.0178261678898,-2.4067931275
Eibar,Zarautz,"Coche, pasajero/a",Trabajo habitual,20-44,Personas ocupadas,1090,43.1997782323138,-2.4616488769,43.280963309723,-2.16722426204
Eibar,Zarautz,Tren EuskoTren,Trabajo habitual,45-64,Personas ocupadas,149,43.1997782323138,-2.4616488769,43.280963309723,-2.16722426204
Errenteria,Andoain,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,308,43.2553049551337,-1.8928623455,43.2194140168093,-2.0209083686
Errenteria,Astigarraga,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,402,43.2553049551337,-1.8928623455,43.2797569478888,-1.9334342263
Errenteria,Astigarraga,Moto,"Ocio, cultura, deporte",20-44,Personas ocupadas,314,43.2553049551337,-1.8928623455,43.2797569478888,-1.9334342263
Errenteria,Donostia/San Sebastián,Autobus interurbano,Centro estudios,20-44,Estudiantes,299,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Autobus interurbano,Gestiones personales,20-44,Personas paradas,299,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Autobus interurbano,"Ocio, cultura, deporte",20-44,Personas ocupadas,299,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Autobus interurbano,"Ocio, cultura, deporte",7-19,Estudiantes,299,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Autobus interurbano,Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",383,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Autobus interurbano,Trabajo habitual,20-44,Estudiantes,299,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,897,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, conductor/a",Acompanamiento,20-44,Personas ocupadas,350,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,542,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, conductor/a",Centro estudios,20-44,Estudiantes,404,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, conductor/a",Medico / Hospital,45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",115,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, conductor/a",Medico / Hospital,45-64,Personas ocupadas,196,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, conductor/a","Ocio, cultura, deporte",20-44,Personas ocupadas,171,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,1050,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,1829,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, conductor/a",Trabajo habitual,65 y mas,Personas ocupadas,354,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, pasajero/a",Acompanamiento,20-44,Personas ocupadas,177,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, pasajero/a",Centro estudios,7-19,Estudiantes,260,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, pasajero/a",Gestiones personales,20-44,Personas ocupadas,231,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, pasajero/a",Medico / Hospital,65 y mas,Tareas hogar,142,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, pasajero/a",Medico / Hospital,7-19,Estudiantes,138,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, pasajero/a",Otra vivienda,45-64,Personas paradas,150,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, pasajero/a",Trabajo habitual,20-44,Personas ocupadas,363,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,346,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Moto,Trabajo habitual,20-44,Personas ocupadas,532,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Multimodal,Centro estudios,7-19,Estudiantes,192,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Multimodal,Trabajo habitual,20-44,Personas ocupadas,192,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Tren Metro SS/Topo,Acompanamiento,45-64,Personas ocupadas,192,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Tren Metro SS/Topo,Centro estudios,20-44,Estudiantes,384,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Tren Metro SS/Topo,Centro estudios,7-19,Estudiantes,960,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Tren Metro SS/Topo,"Ocio, cultura, deporte",45-64,Personas ocupadas,192,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Tren Metro SS/Topo,Trabajo habitual,20-44,Personas ocupadas,384,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Donostia/San Sebastián,Tren Metro SS/Topo,Trabajo habitual,45-64,Personas ocupadas,384,43.2553049551337,-1.8928623455,43.2918111063554,-1.9885133578
Errenteria,Hernani,"Coche, conductor/a",Gestiones personales,45-64,Personas ocupadas,105,43.2553049551337,-1.8928623455,43.2387833429893,-1.9442591545
Errenteria,Hernani,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,218,43.2553049551337,-1.8928623455,43.2387833429893,-1.9442591545
Errenteria,Hernani,Multimodal,Medico / Hospital,45-64,Personas paradas,315,43.2553049551337,-1.8928623455,43.2387833429893,-1.9442591545
Errenteria,Hondarribia,Autobus interurbano,Centro estudios,7-19,Estudiantes,215,43.2553049551337,-1.8928623455,43.3748851848767,-1.8239709632
Errenteria,Hondarribia,"Coche, conductor/a",Gestiones personales,20-44,Personas paradas,250,43.2553049551337,-1.8928623455,43.3748851848767,-1.8239709632
Errenteria,Hondarribia,"Coche, conductor/a","Ocio, cultura, deporte",45-64,Personas ocupadas,274,43.2553049551337,-1.8928623455,43.3748851848767,-1.8239709632
Errenteria,Hondarribia,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,832,43.2553049551337,-1.8928623455,43.3748851848767,-1.8239709632
Errenteria,Hondarribia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,161,43.2553049551337,-1.8928623455,43.3748851848767,-1.8239709632
Errenteria,Hondarribia,Moto,Trabajo habitual,45-64,Personas ocupadas,279,43.2553049551337,-1.8928623455,43.3748851848767,-1.8239709632
Errenteria,Hondarribia,Multimodal,Trabajo habitual,45-64,Personas ocupadas,119,43.2553049551337,-1.8928623455,43.3748851848767,-1.8239709632
Errenteria,Irun,Autobus interurbano,Trabajo habitual,20-44,Personas ocupadas,236,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,"Coche, conductor/a",Acompanamiento,20-44,Personas ocupadas,179,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,"Coche, conductor/a",Gestiones personales,20-44,Personas ocupadas,179,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,"Coche, conductor/a",Otra vivienda,45-64,Personas ocupadas,203,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,315,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,346,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,"Coche, pasajero/a",Gestiones personales,20-44,Personas ocupadas,183,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,"Coche, pasajero/a",Gestiones personales,7-19,Estudiantes,126,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,"Coche, pasajero/a",Otra vivienda,20-44,Estudiantes,234,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,Moto,Centro estudios,7-19,Estudiantes,163,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,Tren Metro SS/Topo,Centro estudios,45-64,Personas paradas,259,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Irun,Tren Metro SS/Topo,Trabajo habitual,45-64,Personas ocupadas,777,43.2553049551337,-1.8928623455,43.318640571622,-1.77372589148
Errenteria,Lezo,Autobus discrecional,Centro estudios,7-19,Estudiantes,217,43.2553049551337,-1.8928623455,43.3263415090448,-1.885769548
Errenteria,Lezo,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,351,43.2553049551337,-1.8928623455,43.3263415090448,-1.885769548
Errenteria,Lezo,"Coche, pasajero/a","Ocio, cultura, deporte",7-19,Estudiantes,283,43.2553049551337,-1.8928623455,43.3263415090448,-1.885769548
Errenteria,Lezo,Moto,"Ocio, cultura, deporte",7-19,Estudiantes,283,43.2553049551337,-1.8928623455,43.3263415090448,-1.885769548
Errenteria,Lezo,Moto,Trabajo habitual,20-44,Personas ocupadas,314,43.2553049551337,-1.8928623455,43.3263415090448,-1.885769548
Errenteria,Orio,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,554,43.2553049551337,-1.8928623455,43.2774552762092,-2.1270561218
Errenteria,Pasaia,Autobus interurbano,Centro estudios,20-44,Estudiantes,296,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,Autobus interurbano,Compras domestico-familiares,45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",296,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,Bicicleta,Trabajo habitual,20-44,Personas ocupadas,238,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, conductor/a",Acompanamiento,20-44,Personas ocupadas,410,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,351,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, conductor/a",Gestiones personales,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",247,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, conductor/a","Ocio, cultura, deporte",45-64,Tareas hogar,349,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, conductor/a",Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",247,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,410,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,351,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, pasajero/a","Ocio, cultura, deporte",45-64,Personas ocupadas,351,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, pasajero/a","Ocio, cultura, deporte",7-19,Estudiantes,566,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Pasaia,"Coche, pasajero/a",Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",252,43.2553049551337,-1.8928623455,43.318996,-1.969857
Errenteria,Tolosa,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,239,43.2553049551337,-1.8928623455,43.1077539093613,-2.0800512827
Errenteria,Tolosa,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,118,43.2553049551337,-1.8928623455,43.1077539093613,-2.0800512827
Errenteria,Villabona,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,176,43.2553049551337,-1.8928623455,43.1863841159828,-2.0308643183
Errenteria,Zarautz,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,492,43.2553049551337,-1.8928623455,43.280963309723,-2.16722426204
Errenteria,Zarautz,Multimodal,"Ocio, cultura, deporte",7-19,Estudiantes,239,43.2553049551337,-1.8928623455,43.280963309723,-2.16722426204
Errenteria,Zumarraga,"Coche, conductor/a",Medico / Hospital,45-64,Personas ocupadas,349,43.2553049551337,-1.8928623455,43.1030792391374,-2.3156108273
Hernani,Andoain,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,200,43.2387833429893,-1.9442591545,43.2194140168093,-2.0209083686
Hernani,Andoain,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,172,43.2387833429893,-1.9442591545,43.2194140168093,-2.0209083686
Hernani,Andoain,Tren Renfe cercanias,Centro estudios,20-44,Estudiantes,205,43.2387833429893,-1.9442591545,43.2194140168093,-2.0209083686
Hernani,Arrasate/Mondragón,"Coche, conductor/a",Acompanamiento,45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",95,43.2387833429893,-1.9442591545,43.0745226631642,-2.4841486565
Hernani,Arrasate/Mondragón,"Coche, conductor/a",Centro estudios,20-44,Estudiantes,192,43.2387833429893,-1.9442591545,43.0745226631642,-2.4841486565
Hernani,Arrasate/Mondragón,"Coche, pasajero/a",Acompanamiento,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",115,43.2387833429893,-1.9442591545,43.0745226631642,-2.4841486565
Hernani,Astigarraga,"Coche, conductor/a",Otra vivienda,45-64,Personas ocupadas,121,43.2387833429893,-1.9442591545,43.2797569478888,-1.9334342263
Hernani,Astigarraga,"Coche, conductor/a",Otros,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",121,43.2387833429893,-1.9442591545,43.2797569478888,-1.9334342263
Hernani,Astigarraga,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,867,43.2387833429893,-1.9442591545,43.2797569478888,-1.9334342263
Hernani,Astigarraga,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,100,43.2387833429893,-1.9442591545,43.2797569478888,-1.9334342263
Hernani,Astigarraga,"Coche, pasajero/a",Trabajo habitual,20-44,Personas ocupadas,316,43.2387833429893,-1.9442591545,43.2797569478888,-1.9334342263
Hernani,Beasain,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,347,43.2387833429893,-1.9442591545,43.0732613951147,-2.2179073142
Hernani,Donostia/San Sebastián,Autobus interurbano,Centro estudios,20-44,Personas ocupadas,266,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,Autobus interurbano,Centro estudios,7-19,Estudiantes,342,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,Autobus interurbano,"Ocio, cultura, deporte",45-64,Personas paradas,266,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,Autobus interurbano,Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",684,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,266,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Asuntos trabajo,20-44,Personas ocupadas,131,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,111,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Centro estudios,20-44,Estudiantes,140,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Gestiones personales,45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",94,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Gestiones personales,65 y mas,Personas paradas,110,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a","Ocio, cultura, deporte",20-44,Personas ocupadas,145,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a","Ocio, cultura, deporte",20-44,Personas paradas,110,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a","Ocio, cultura, deporte",45-64,Personas ocupadas,162,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Otra vivienda,45-64,Personas ocupadas,247,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",114,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,1537,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,913,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, conductor/a",Trabajo habitual,65 y mas,Personas ocupadas,220,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, pasajero/a",Gestiones personales,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",113,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, pasajero/a","Ocio, cultura, deporte",20-44,Personas ocupadas,110,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,"Coche, pasajero/a","Ocio, cultura, deporte",45-64,Tareas hogar,161,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,Moto,Trabajo habitual,45-64,Personas ocupadas,110,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,Multimodal,Trabajo habitual,45-64,Personas ocupadas,266,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,Tren Renfe cercanias,Centro estudios,20-44,Estudiantes,174,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,Tren Renfe cercanias,"Ocio, cultura, deporte",20-44,Estudiantes,174,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Donostia/San Sebastián,Tren Renfe cercanias,"Ocio, cultura, deporte",45-64,Tareas hogar,174,43.2387833429893,-1.9442591545,43.2918111063554,-1.9885133578
Hernani,Errenteria,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,246,43.2387833429893,-1.9442591545,43.2553049551337,-1.8928623455
Hernani,Errenteria,"Coche, conductor/a",Gestiones personales,45-64,Personas ocupadas,226,43.2387833429893,-1.9442591545,43.2553049551337,-1.8928623455
Hernani,Errenteria,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,225,43.2387833429893,-1.9442591545,43.2553049551337,-1.8928623455
Hernani,Errenteria,"Coche, pasajero/a",Medico / Hospital,45-64,Personas paradas,244,43.2387833429893,-1.9442591545,43.2553049551337,-1.8928623455
Hernani,Hondarribia,"Coche, conductor/a",Compras personales,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",115,43.2387833429893,-1.9442591545,43.3748851848767,-1.8239709632
Hernani,Hondarribia,"Coche, pasajero/a",Compras personales,45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",95,43.2387833429893,-1.9442591545,43.3748851848767,-1.8239709632
Hernani,Irun,"Coche, conductor/a",Gestiones personales,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",176,43.2387833429893,-1.9442591545,43.318640571622,-1.77372589148
Hernani,Irun,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,248,43.2387833429893,-1.9442591545,43.318640571622,-1.77372589148
Hernani,Irun,Tren Renfe cercanias,Trabajo habitual,45-64,Personas ocupadas,126,43.2387833429893,-1.9442591545,43.318640571622,-1.77372589148
Hernani,Lezo,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,201,43.2387833429893,-1.9442591545,43.3263415090448,-1.885769548
Hernani,Pasaia,Moto,Trabajo habitual,45-64,Personas ocupadas,172,43.2387833429893,-1.9442591545,43.318996,-1.969857
Hernani,Tolosa,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,681,43.2387833429893,-1.9442591545,43.1077539093613,-2.0800512827
Hernani,Tolosa,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,155,43.2387833429893,-1.9442591545,43.1077539093613,-2.0800512827
Hernani,Villabona,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,92,43.2387833429893,-1.9442591545,43.1863841159828,-2.0308643183
Hernani,Villabona,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,155,43.2387833429893,-1.9442591545,43.1863841159828,-2.0308643183
Hernani,Zarautz,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,496,43.2387833429893,-1.9442591545,43.280963309723,-2.16722426204
Hondarribia,Arrasate/Mondragón,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,165,43.3748851848767,-1.8239709632,43.0745226631642,-2.4841486565
Hondarribia,Astigarraga,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,251,43.3748851848767,-1.8239709632,43.2797569478888,-1.9334342263
Hondarribia,Donostia/San Sebastián,Autobus interurbano,Centro estudios,20-44,Estudiantes,370,43.3748851848767,-1.8239709632,43.2918111063554,-1.9885133578
Hondarribia,Donostia/San Sebastián,Autobus interurbano,Centro estudios,45-64,Personas paradas,185,43.3748851848767,-1.8239709632,43.2918111063554,-1.9885133578
Hondarribia,Donostia/San Sebastián,Autobus interurbano,Compras personales,45-64,Personas ocupadas,185,43.3748851848767,-1.8239709632,43.2918111063554,-1.9885133578
